headline,byline,keyword,Source,Source Type
Concern over solar farms 'triple the size of Gatwick',"Huge swathes of Romney Marsh will be lost if the proposals go ahead, claims one countryside charity.",clean energy,BBC News,News
"Nike, Superdry and Lacoste ads banned over misleading green claims",The advertising watchdog said the retailers misled shoppers with their 'sustainability' claims.,sustainable consumer,BBC News,News
The cocoa conundrum,Can chocolate be sustainable and affordable?,sustainable consumer,BBC News,News
Beyond Ultra-Processed Foods: Can Farmers Fix Our Health and the Planet? (James Rebanks),"James Rebanks on how to build a secure, sustainable and healthy food system.",sustainable consumer,BBC News,News
Call for more Manx produce in supermarkets,"A Tynwald motion has claimed the island is nearly ""100% dependent"" on food imports.",sustainable consumer,BBC News,News
Hospitality businesses expect 'dim' Budget outlook,Oswestry food and drink retailers are calling for the industry to be supported in the Budget.,sustainable consumer,BBC News,News
Christmas turkeys killed early to avoid bird flu,Farmers say they want to see a bird flu vaccination rolled out to ease pressures.,sustainable consumer,BBC News,News
Heathrow's plan for longer third runway chosen by government,"Under the selected plan, the runway would be up to 3.5km long and require a new road tunnel under the airport.",sustainable consumer,BBC News,News
Community furniture recycler to shut over costs,"Wrekin Reviive, which has stores in Oswestry and Shrewsbury, is due to shut early next year.",sustainable consumer,BBC News,News
Is trouble brewing for the worldwide tea industry?,Climate change and supply issues are bringing challenges to the global tea industry,sustainable consumer,BBC News,News
"The secrets of a remote, dangerous Amazon river",Legend has it that the Santiago river used to swallow the canoe of anyone trying to explore it. Now an indigenous community is discovering surprising species in its waters.,sustainable consumer,BBC News,News
Shoppers are turning to Shein - but some still can't leave Primark,"With same-store sales down in the UK and Ireland, some shoppers are leaving Primark to go elsewhere.",sustainable consumer,BBC News,News
New water plant and reservoirs proposed for county,"The plans will help meet the challenge of climate change and population rise, a water firm says.",sustainable consumer,BBC News,News
Martha Kearney: I'm worried about Britain’s wildflowers - so I planted a meadow,"The decline in UK wildflower meadows not only threatens wildlife, say experts, but could drive up certain food prices",sustainable consumer,BBC News,News
Ferry contract made public following criticism,Jersey government says the public has a legitimate interest in the agreement.,sustainable consumer,BBC News,News
Experts urge business to prioritise sustainability,Finance bosses call for urgent action to embed environmental responsibility in corporate strategy.,sustainable consumer,BBC News,News
Scottish data centres powering AI already using enough water to fill 27 million bottles a year,"The volume of tap water used by Scotland's data centres has quadrupled since 2021, figures show.",sustainable consumer,BBC News,News
What is the triple lock and how much is the state pension worth?,The triple lock guarantees that the state pension is not overtaken by inflation or wage increases.,sustainable consumer,BBC News,News
Why luxury travellers pay to work for their dinner,"Some high-end tourists are turning to posh properties where they can fish, forage and harvest their meals – and immerse themselves in local culture in the process.",sustainable consumer,BBC News,News
Funding agreed for late-night buses pilot,"Translink welcomed the scheme ""to extend late-night bus services on Friday and Saturday evenings in Belfast"".",sustainable consumer,BBC News,News
Morrisons faces £400k shortfall over freight costs,"A supermarket boss warns of price rises and says absorbing the charges would ""defy gravity"".",sustainable consumer,BBC News,News
How the rise of green tech is feeding another environmental crisis,"The world's race to decarbonise has led to the rise of electric cars - and with it, soaring demand for lithium, which is required for the batteries.",sustainable consumer,BBC News,News
Post-Brexit rules mean customers pay more – catering boss,"Andrew Lynas' comments come as a House of Lords committee finds the Windsor Framework is ""impossible to navigate"".",sustainable consumer,BBC News,News
Party leaders condemn STV plan to cut news show,STV wants to stop producing a separate news service from Aberdeen for the former Grampian TV region.,sustainable consumer,BBC News,News
Food firms scramble to meet the high-protein craze,The dairy industry rallies and start-ups emerge as high-protein foods rise in popularity.,sustainable consumer,BBC News,News
Practical steps to make an impact on the climate,"Care about climate change? These are the most effective actions you can take, based on research.",sustainable consumer,BBC News,News
Green Sport Awards nominees announced,Find out the people and organisations shortlisted for the Green Sport Awards 2025.,sustainable consumer,BBC News,News
'Give fleece a chance' say experts fighting for wool's future,An unassuming corner of West Yorkshire is the national centre for the natural fibre.,sustainable consumer,BBC News,News
Power station may need environment exemption to guarantee supplies,"System Operator NI, which operates the power grid, says it is working with the regulator and Stormont to ""unlock restrictions"".",sustainable consumer,BBC News,News
How to consume less plastic,"Microplastics gush out of our taps and flake off cookware. They find their way into the yolks of eggs, and into meat and vegetables. But there are things we can do to eat less of them.",sustainable consumer,BBC News,News
Decisions That Made Me: Charlie Bowes-Lyon (Wild),"Charlie Bowes-Lyon on co-founding Wild, the refillable deodorant brand bought by Unilever",sustainable consumer,BBC News,News
"Rooftop solar can power 370 homes, council says",Brighton & Hove City Council says panels on five of its leisure centres have generated the energy.,sustainable consumer,BBC News,News
Flax: The historic plant making a comeback,Flax is being looked at as a tool to restore soil health and even help decarbonise manufacturing.,sustainable consumer,BBC News,News
